ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
7215,To Have and Have Not,1944,Humphrey Bogart,United States of America,Howard Hawks,Howard Hawks,Warner Bros.,Christian Nyby,Ernest Hemingway,Franz Waxman
72159,Grave Decisions,2006,Fritz Karl,Germany,Marcus H. Rosenmüller,Roxy Film,Netflix,Anja Pohl,Marcus H. Rosenmüller,Gerd Baumann
72165,Cirque du Freak: The Vampire's Assistant,2009,Salma Hayek,United States of America,Paul Weitz,Lauren Shuler Donner,Universal Pictures,Leslie Jones,Brian Helgeland,Stephen Trask
7217,Dark Passage,1947,Humphrey Bogart,United States of America,Delmer Daves,Jerry Wald,Netflix,David Weisbart,Delmer Daves,Franz Waxman
7218,The Ox-Bow Incident,1943,Anthony Quinn,United States of America,William A. Wellman,Lamar Trotti,20th Century Studios,Allen McNeil,Lamar Trotti,Cyril J. Mockridge
7219,They Drive by Night,1940,Humphrey Bogart,United States of America,Raoul Walsh,Hal B. Wallis,Warner Bros.,Tom Richards,Jerry Wald,Adolph Deutsch
72212,One Hundred Men and a Girl,1937,Alice Brady,United States of America,Henry Koster,Joe Pasternak,Universal Pictures,Bernard W. Burton,Hanns Kräly,Leopold Stokowski
7222,Reefer Madness,1938,Thelma White,United States of America,Louis J. Gasnier,Dwain Esper,Netflix,Carl Pierson,Paul Franklin,Hugo Riesenfeld
72228,Creation,2009,Jennifer Connelly,United Kingdom,Jon Amiel,Jeremy Thomas,Netflix,Melanie Oliver,John Collee,Christopher Young
72276,The Indian Tomb,1959,Paul Hubschmid,Italy,Fritz Lang,Artur Brauner,Netflix,Walter Wischniewsky,Fritz Lang,Gerhard Becker
7228,Cool World,1992,Brad Pitt,United States of America,Ralph Bakshi,Frank Mancuso,Paramount Pictures,Steve Mirkovich,Mark Victor,Mark Isham
72281,L'amour fou,1969,Bulle Ogier,France,Jacques Rivette,Georges de Beauregard,New Yorker Films,Nicole Lubtchansky,Jacques Rivette,Jean-Claude Éloy
72298,The Lusty Men,1952,Robert Mitchum,United States of America,Nicholas Ray,Jerry Wald,RKO Pictures,Ralph Dawson,Horace McCoy,Roy Webb
7230,The Silencers,1966,Cyd Charisse,United States of America,Phil Karlson,Irving Allen,Columbia Pictures,Charles Nelson,Donald Hamilton,Elmer Bernstein
7231,"Where Angels Go, Trouble Follows",1968,Robert Taylor,United States of America,James Neilson,William P. Frye,Columbia Pictures,Adrienne Fazan,Blanche Hanalis,Boyce and Hart
72310,The Chronicle of Anna Magdalena Bach,1968,Gustav Leonhardt,Italy,Jean-Marie Straub,Franz Seitz Jr.,Netflix,Jean-Marie Straub,Jean-Marie Straub,Johann Sebastian Bach
7232,Heat and Dust,1983,Julie Christie,United Kingdom,James Ivory,Ismail Merchant,Netflix,Humphrey Dixon,Ruth Prawer Jhabvala,Richard Robbins
7234,La Strada,1954,Marcella Rovena,Italy,Federico Fellini,Dino De Laurentiis,Paramount Pictures,Leo Catozzo,Federico Fellini,Nino Rota
72344,The Toll of the Sea,1922,Anna May Wong,United States of America,Chester M. Franklin,Herbert Kalmus,Metro Pictures,Hal C. Kern,Frances Marion,Irving Berlin
7237,The Last Tycoon,1976,Robert Mitchum,United States of America,Elia Kazan,Sam Spiegel,Paramount Pictures,Richard Marks,Harold Pinter,Maurice Jarre
72378,2012,2009,Blu Mankuma,Canada,Roland Emmerich,Harald Kloser,Netflix,David Brenner,Harald Kloser,Harald Kloser
72380,The Box,2009,Cameron Diaz,United States of America,Richard Kelly,Richard Kelly,Warner Bros.,Sam Bauer,Richard Kelly,Owen Pallett
72386,Broken Embraces,2009,Penélope Cruz,Spain,Pedro Almodóvar,Agustín Almodóvar,Universal Pictures,José Salcedo,Pedro Almodóvar,Alberto Iglesias
724,The Craft,1996,Neve Campbell,United States of America,Andrew Fleming,Douglas Wick,Columbia Pictures,Jeff Freeman,Andrew Fleming,Graeme Revell
7240,King David,1985,Richard Gere,United States of America,Bruce Beresford,Martin Elfand,Paramount Pictures,William M. Anderson,Andrew Birkin,Carl Davis
72405,Bad Lieutenant: Port of Call New Orleans,2009,Vondie Curtis-Hall,United States of America,Werner Herzog,Nicolas Cage,Netflix,Joe Bini,Abel Ferrara,Mark Isham
72407,The Twilight Saga: New Moon,2009,Taylor Lautner,United States of America,Chris Weitz,Wyck Godfrey,Fórum Hungary,Peter Lambert,Stephenie Meyer,Alexandre Desplat
7243,Intolerance,1916,Tod Browning,United States of America,D. W. Griffith,D. W. Griffith,Triangle Film Corporation,D. W. Griffith,Tod Browning,Joseph Carl Breil
7247,Chitty Chitty Bang Bang,1968,Desmond Llewelyn,United Kingdom,Ken Hughes,Albert R. Broccoli,United Artists Corporation,John Shirley,Roald Dahl,Richard M. Sherman
72479,The Messenger,2009,Steve Buscemi,United States of America,Oren Moverman,Mark Gordon,Netflix,Alexander Hall,Oren Moverman,Nathan Larson
7249,Plaza Suite,1971,Lee Grant,United States of America,Arthur Hiller,Paramount Pictures,Paramount Pictures,Frank Bracht,Neil Simon,Maurice Jarre
7254,The Butterfly Effect,2004,Kevin Schmidt,United States of America,Eric Bress,Ashton Kutcher,New Line Cinema,Peter Amundson,Eric Bress,Michael Suby
7256,Touching the Void,2003,Joe Simpson,United Kingdom,Kevin Macdonald,John Smithson,Netflix,Justine Wright,Joe Simpson,Alex Heffes
7257,The Big Bounce,2004,Morgan Freeman,United States of America,George Armitage,George Armitage,Warner Bros.,Brian Berdan,Sebastian Gutierrez,George S. Clinton
72571,Doomwatch,1972,George Sanders,United Kingdom,Peter Sasdy,Tony Tenser,Netflix,Keith Palmer,Clive Exton,John Scott
7258,The Perfect Score,2004,Matthew Lillard,United States of America,Brian Robbins,Brian Robbins,Netflix,Ned Bastille,Mark Schwahn,John Murphy
726,Last Dance,1996,Sharon Stone,United States of America,Bruce Beresford,Steven Haft,Netflix,John Bloom,Steven Haft,Mark Isham
7260,Latter Days,2003,Joseph Gordon-Levitt,United States of America,C. Jay Cox,Kirkland Tibbels,TLA Releasing,John Keitel,C. Jay Cox,Eric Allaman
72605,Brothers,2009,Natalie Portman,United States of America,Jim Sheridan,Ryan Kavanaugh,Netflix,Jay Cassidy,Susanne Bier,Thomas Newman
7263,Miracle,2004,Jimmy Carter,United States of America,Gavin O'Connor,Mark Ciardi,Netflix,John Gilroy,Eric Guggenheim,Mark Isham
72641,The Blind Side,2009,Rhoda Griffis,United States of America,John Lee Hancock,Andrew Kosove,Warner Bros.,Mark Livolsi,John Lee Hancock,Carter Burwell
72651,The Italian Straw Hat,1928,Olga Chekhova,France,René Clair,Alexandre Kamenka,Films Albatros,René Clair,René Clair,Georges Delerue
72657,Hitler: A Film from Germany,1977,Peter Kern,United Kingdom,Hans-Jürgen Syberberg,Bernd Eichinger,American Zoetrope,Jutta Brandstaedter,Hans-Jürgen Syberberg,Gustav Mahler
72696,Old Dogs,2009,John Travolta,United States of America,Walt Becker,Andrew Panay,Netflix,Ryan Folsey,David Diamond,John Debney
72720,A Single Man,2009,Julianne Moore,United States of America,Tom Ford,Chris Weitz,Netflix,Joan Sobel,Tom Ford,Abel Korzeniowski
72731,The Lovely Bones,2009,Mark Wahlberg,United States of America,Peter Jackson,Peter Jackson,Netflix,Jabez Olssen,Peter Jackson,Brian Eno
72733,Invictus,2009,Morgan Freeman,United States of America,Clint Eastwood,Clint Eastwood,Warner Bros.,Joel Cox,Anthony Peckham,Kyle Eastwood
72741,Everybody's Fine,2009,Kate Beckinsale,United States of America,Kirk Jones,Vittorio Cecchi Gori,Fórum Hungary,Andrew Mondshein,Tonino Guerra,Dario Marianelli
72777,Invaders from Mars,1986,Dale Dye,United States of America,Tobe Hooper,Menahem Golan,The Cannon Group,Alain Jakubowicz,Dan O'Bannon,Christopher Young
72787,Doghouse,2009,Stephen Graham,United Kingdom,Jake West,Billy Murray,Sony Pictures,Jake West,Daniel Schaffer,Richard Wells
7285,Thirteen,2003,Holly Hunter,United States of America,Catherine Hardwicke,Michael London,Netflix,Nancy Richardson,Nikki Reed,Mark Mothersbaugh
72856,Moonrise,1948,Ethel Barrymore,United States of America,Frank Borzage,Charles F. Haas,Republic Pictures,Harry Keller,Charles F. Haas,William Lava
7287,The Sailor Who Fell from Grace with the Sea,1976,Kris Kristofferson,United Kingdom,Lewis John Carlino,Martin Poll,Embassy Pictures,Antony Gibbs,Lewis John Carlino,Johnny Mandel
7288,Foolish Wives,1922,Erich von Stroheim,United States of America,Erich von Stroheim,Carl Laemmle,Universal Pictures,Arthur Ripley,Erich von Stroheim,Sigmund Romberg
72897,White Shadows in the South Seas,1928,Monte Blue,United States of America,Robert J. Flaherty,Hunt Stromberg,Metro-Goldwyn-Mayer,Ben Lewis,Jack Cunningham,William Axt
7292,Best Defense,1984,David Paymer,United States of America,Willard Huyck,Gloria Katz,Paramount Pictures,Sidney Wolinsky,Gloria Katz,Patrick Williams
7293,50 First Dates,2004,Kristin Bauer van Straten,United States of America,Peter Segal,Jack Giarraputo,Netflix,Jeff Gourson,George Wing,Teddy Castellucci
7294,Welcome to Mooseport,2004,Gene Hackman,Germany,Donald Petrie,Moritz Borman,20th Century Studios,Debra Neil-Fisher,Tom Schulman,John Debney
72995,The Offence,1972,Sean Connery,United Kingdom,Sidney Lumet,Denis O'Dell,United Artists Corporation,John Victor Smith,John Hopkins,Harrison Birtwistle
7300,Vanishing Point,1971,Robert Donner,United States of America,Richard C. Sarafian,Norman Spencer,Netflix,Stefan Arnsten,Guillermo Cabrera Infante,Jimmy Bowen
73000,Nine,2009,Judi Dench,United States of America,Rob Marshall,Maury Yeston,The Weinstein Company,Claire Simpson,Anthony Minghella,Andrea Guerra
73015,It's Complicated,2009,Meryl Streep,United States of America,Nancy Meyers,Nancy Meyers,Universal Pictures,Joe Hutshing,Nancy Meyers,Hans Zimmer
73017,Sherlock Holmes,2009,Jude Law,United Kingdom,Guy Ritchie,Susan Downey,InterCom,James Herbert,Guy Ritchie,Hans Zimmer
7302,The Thief of Bagdad,1924,Douglas Fairbanks,United States of America,Raoul Walsh,Douglas Fairbanks,United Artists Corporation,Bill Nolan,Douglas Fairbanks,Mortimer Wilson
7303,The Diary of Anne Frank,1959,Shelley Winters,United States of America,George Stevens,George Stevens,20th Century Studios,David Bretherton,Frances Goodrich,Alfred Newman
73042,Alvin and the Chipmunks: The Squeakquel,2009,Anna Faris,United States of America,Betty Thomas,Janice Karman,Netflix,Matthew Friedman,Jonathan Aibel,David Newman
7305,Black Widow,1987,Dennis Hopper,United States of America,Bob Rafelson,Laurence Mark,20th Century Studios,John Bloom,Ronald Bass,Michael Small
73051,Guru,2007,Roshan Seth,India,Mani Ratnam,G. Srinivasan,Netflix,A. Sreekar Prasad,Mani Ratnam,A. R. Rahman
73064,In a Year of 13 Moons,1978,Rainer Werner Fassbinder,Germany,Rainer Werner Fassbinder,Rainer Werner Fassbinder,Netflix,Rainer Werner Fassbinder,Rainer Werner Fassbinder,Peer Raben
7308,King Solomon's Mines,1985,Bernard Archard,United States of America,J. Lee Thompson,Menahem Golan,The Cannon Group,John Shirley,Gene Quintano,Jerry Goldsmith
73086,The Fallen Sparrow,1943,John Garfield,United States of America,Richard Wallace,Robert Fellows,RKO Pictures,Robert Wise,Warren B. Duff,Roy Webb
731,Heaven's Prisoners,1996,Vondie Curtis-Hall,United States of America,Phil Joanou,Albert S. Ruddy,New Line Cinema,William Steinkamp,Scott Frank,George Fenton
7310,Raw Deal,1986,Arnold Schwarzenegger,United States of America,John Irvin,Dino De Laurentiis,Netflix,Anne V. Coates,Luciano Vincenzoni,Chris Boardman
73109,Trapeze,1956,Katy Jurado,United States of America,Carol Reed,Burt Lancaster,United Artists Corporation,Bert Bates,Ben Hecht,Malcolm Arnold
7311,"Goodbye, Mr. Chips",1939,Paul Henreid,United Kingdom,Sam Wood,Victor Saville,Metro-Goldwyn-Mayer,Charles Frend,James Hilton,Richard Addinsell
73111,There Was a Crooked Man...,1970,Henry Fonda,United States of America,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Warner Bros.,Gene Milford,Robert Benton,Charles Strouse
73114,The Battle of the River Plate,1956,Jack Gwillim,United Kingdom,Emeric Pressburger,Emeric Pressburger,Netflix,Reginald Mills,Emeric Pressburger,Brian Easdale
7312,"Follow Me, Boys!",1966,Lillian Gish,United States of America,Norman Tokar,Walt Disney,Walt Disney Studios Motion Pictures,Robert Stafford,Louis Pelletier,George Bruns
73145,Under the Bridges,1945,Hannelore Schroth,Germany,Helmut Käutner,Walter Ulbrich,Gloria Film,Wolfgang Wehrum,Walter Ulbrich,Bernhard Eichhorn
73154,H. M. Pulham,1941,Hedy Lamarr,United States of America,King Vidor,King Vidor,Metro-Goldwyn-Mayer,Harold F. Kress,King Vidor,Bronisław Kaper
7316,Confessions of a Teenage Drama Queen,2004,Lindsay Lohan,United States of America,Sara Sugarman,Robert Shapiro,Netflix,Anita Brandt Burgoyne,Gail Parent,Mark Mothersbaugh
7317,EuroTrip,2004,Fred Armisen,United States of America,David Mandel,Joe Medjuck,DreamWorks,Roger Bondelli,David Mandel,James L. Venable
7318,The Passion of the Christ,2004,Claudia Gerini,United States of America,Mel Gibson,Mel Gibson,Netflix,John Wright,Mel Gibson,John Debney
73188,Mayerling,1936,Charles Boyer,France,Anatole Litvak,Nero-Film,Ilya Lopert,Henri Rust,Irma von Cube,Arthur Honegger
7323,Good Bye Lenin!,2003,Willy Brandt,Germany,Wolfgang Becker,Stefan Arndt,Warner Bros. Pictures,Peter R. Adam,Wolfgang Becker,Yann Tiersen
7324,Hidalgo,2004,Malcolm McDowell,United States of America,Joe Johnston,Casey Silver,Netflix,Robert Dalva,John Fusco,James Newton Howard
73245,Land of the Pharaohs,1955,Jack Hawkins,United States of America,Howard Hawks,Howard Hawks,Warner Bros.,Rudi Fehr,William Faulkner,Dimitri Tiomkin
7325,Starsky & Hutch,2004,Snoop Dogg,United States of America,Todd Phillips,Ben Stiller,Warner Bros.,Leslie Jones,Scot Armstrong,Theodore Shapiro
73261,The Sun Also Rises,1957,Errol Flynn,United States of America,Henry King,Darryl F. Zanuck,20th Century Studios,William Mace,Ernest Hemingway,Hugo Friedhofer
73266,Youth in Revolt,2009,Steve Buscemi,United States of America,Miguel Arteta,Harvey Weinstein,Netflix,Pamela Martin,Gustin Nash,John Swihart
7327,Persona,1966,Gunnar Björnstrand,Sweden,Ingmar Bergman,Ingmar Bergman,Netflix,Ulla Ryghe,Ingmar Bergman,Lars Johan Werle
7329,Walk on the Wild Side,1962,Jane Fonda,United States of America,Edward Dmytryk,Charles K. Feldman,Columbia Pictures,Harry W. Gerstad,Ben Hecht,Elmer Bernstein
73290,Hachi: A Dog's Tale,2009,Richard Gere,United Kingdom,Lasse Hallström,Richard Gere,Stage 6 Films,Kristina Boden,Kaneto Shindō,Jan A. P. Kaczmarek
733,The Rock,1996,Sean Connery,United States of America,Michael Bay,Jerry Bruckheimer,InterCom,Richard Francis-Bruce,Nicolas Cage,Hans Zimmer
7330,Tokyo Joe,1949,Humphrey Bogart,United States of America,Stuart Heisler,Robert Lord,Columbia Pictures,Viola Lawrence,Cyril Hume,George Antheil
7331,The Serpent's Egg,1977,Klaus Hoffmann,United States of America,Ingmar Bergman,Dino De Laurentiis,Paramount Pictures,Jutta Hering,Ingmar Bergman,Rolf Alexander Wilhelm
73319,Leap Year,2010,John Lithgow,Republic of Ireland,Anand Tucker,Roger Birnbaum,Netflix,Nick Moore,Deborah Kaplan,Randy Edelman
73323,The Girl Who Kicked the Hornets' Nest,2009,Per Oscarsson,Sweden,Daniel Alfredson,Jon Mankell,Netflix,Mattias Morheden,Stieg Larsson,Jacob Groth
73328,Tickets,2005,Carolina Benvenga,Italy,Ermanno Olmi,Domenico Procacci,Netflix,Giovanni Ziberna,Ermanno Olmi,George Fenton
7334,The Front,1976,Woody Allen,United States of America,Martin Ritt,Martin Ritt,Columbia Pictures,Sidney Levin,Walter Bernstein,Dave Grusin
73344,A Prophet,2009,Tahar Rahim,Italy,Jacques Audiard,Pascal Caucheteux,UGC,Juliette Welfling,Jacques Audiard,Alexandre Desplat
7335,Pickup on South Street,1953,Jean Peters,United States of America,Samuel Fuller,Jules Schermer,Netflix,Nick DeMaggio,Samuel Fuller,Leigh Harline
73359,A Guide for the Married Man,1967,Jack Benny,United States of America,Gene Kelly,Frank McCarthy,20th Century Studios,Dorothy Spencer,Frank Tarloff,John Williams
7338,Richard III,1955,Claire Bloom,United Kingdom,Laurence Olivier,Alexander Korda,Netflix,Helga Keller,Laurence Olivier,William Walton
7339,Quartet,1981,Maggie Smith,France,James Ivory,Humbert Balsan,Netflix,Humphrey Dixon,Ruth Prawer Jhabvala,Richard Robbins
73399,Last Resort,2000,Steve Perry,United Kingdom,Paweł Pawlikowski,Ruth Caleb,BBC,David Charap,Paweł Pawlikowski,Max de Wardener
7340,Just One of the Guys,1985,Sherilyn Fenn,United States of America,Lisa Gottlieb,Jeff Franklin,Columbia Pictures,Tony Lombardo,Dennis Feldman,Tom Scott
7341,The Chase,1966,Marlon Brando,United States of America,Arthur Penn,Sam Spiegel,Columbia Pictures,Gene Milford,Lillian Hellman,John Barry
73447,I Live My Life,1935,Joan Crawford,United States of America,W. S. Van Dyke,Bernard H. Hyman,Loews Cineplex Entertainment,Tom Held,Joseph L. Mankiewicz,Dimitri Tiomkin
73449,The V.I.P.s,1963,Richard Wattis,United Kingdom,Anthony Asquith,Anatole de Grunwald,Metro-Goldwyn-Mayer,Frank Clarke,Terence Rattigan,Miklós Rózsa
7346,The Girl Next Door,2004,Emile Hirsch,United States of America,Luke Greenfield,Charles Gordon,Netflix,Mark Livolsi,Stuart Blumberg,Paul Haslinger
7347,Secret Window,2004,Johnny Depp,United States of America,David Koepp,Gavin Polone,Netflix,Jill Savitt,Stephen King,Philip Glass
7348,Spartan,2004,Ed O'Neill,United States of America,David Mamet,Elie Samaha,Warner Bros.,Barbara Tulliver,David Mamet,Mark Isham
73494,Theodora Goes Wild,1936,Irene Dunne,United States of America,Ryszard Bolesławski,Everett Riskin,Columbia Pictures,Otto Meyer,Sidney Buchman,Morris Stoloff
735,Cemetery Man,1994,Rupert Everett,France,Michele Soavi,Michele Soavi,Netflix,Franco Fraticelli,Gianni Romoli,Manuel De Sica
73511,Horsemen,2009,Zhang Ziyi,United States of America,Jonas Åkerlund,Michael Bay,Netflix,Michael Kahn,David Callaham,Jan A. P. Kaczmarek
7354,Mad Dog and Glory,1993,Bill Murray,United States of America,John McNaughton,Martin Scorsese,Universal Pictures,Elena Maganini,Richard Price,Elmer Bernstein
7355,The Wind in the Willows,1996,John Cleese,United States of America,Terry Jones,Jake Eberts,Netflix,Julian Doyle,Terry Jones,John Du Prez
7357,Peyton Place,1957,Lana Turner,United States of America,Mark Robson,Jerry Wald,20th Century Studios,David Bretherton,John Michael Hayes,Franz Waxman
73572,"My Son, My Son, What Have Ye Done?",2009,Dave Bautista,United States of America,Werner Herzog,David Lynch,Netflix,Joe Bini,Werner Herzog,Ernst Reijseger
73587,Soul Kitchen,2009,Adam Bousdoukos,Germany,Fatih Akın,Fatih Akın,Budapest Film,Andrew Bird,Adam Bousdoukos,Klaus Maeck
736,Twister,1996,Anthony Rapp,United States of America,Jan de Bont,Kathleen Kennedy,Warner Bros.,Michael Kahn,Michael Crichton,Mark Mancina
7360,Dawn of the Dead,2004,Mekhi Phifer,United States of America,Zack Snyder,Richard P. Rubinstein,Netflix,Niven Howie,George A. Romero,Tyler Bates
7361,Eternal Sunshine of the Spotless Mind,2004,Jim Carrey,United States of America,Michel Gondry,Anthony Bregman,Focus Features,Valdís Óskarsdóttir,Michel Gondry,Jon Brion
7362,Taking Lives,2004,Angelina Jolie,Canada,D.J. Caruso,Bernie Goldmann,Warner Bros.,Anne V. Coates,Jon Bokenkamp,Philip Glass
73630,One Way Passage,1932,William Powell,United States of America,Tay Garnett,Hal B. Wallis,Warner Bros.,Ralph Dawson,Wilson Mizner,W. Franke Harling
7364,Intermission,2003,Colin Farrell,Republic of Ireland,John Crowley,Neil Jordan,Hulu,Lucia Zucchetti,Mark O'Rowe,John Murphy
7365,Noi the Albino,2003,Tómas Lemarquis,Denmark,Dagur Kári,Kim Magnusson,Palm Pictures,Daniel Dencik,Dagur Kári,Slowblow
7367,The Ladykillers,2004,Tom Hanks,United States of America,Joel Coen,Barry Sonnenfeld,Netflix,Joel Coen,William Rose,Carter Burwell
73681,Le Concert,2009,Miou-Miou,Italy,Radu Mihăileanu,Michael Blakey,EuropaCorp,Ludo Troch,Radu Mihăileanu,Pyotr Ilyich Tchaikovsky
7369,Scooby-Doo 2: Monsters Unleashed,2004,Seth Green,United States of America,Raja Gosnell,Charles Roven,Warner Bros.,Kent Beyda,James Gunn,David Newman
7371,Dogville,2003,Udo Kier,Norway,Lars von Trier,Vibeke Windeløv,Lionsgate,Molly Malene Stensgaard,Lars von Trier,Giovanni Battista Pergolesi
7372,Ned Kelly,2003,Heath Ledger,United States of America,Gregor Jordan,Nelson Woss,Focus Features,Jon Gregory,John Michael McDonagh,Klaus Badelt
7373,Hellboy,2004,Ron Perlman,United States of America,Guillermo del Toro,Mike Mignola,Columbia Pictures,Peter Amundson,Mike Mignola,Marco Beltrami
7376,Walking Tall,2004,Dwayne Johnson,United States of America,Kevin Bray,Ashok Amritraj,Metro-Goldwyn-Mayer,George Bowers,David Klass,Graeme Revell
7377,The United States of Leland,2003,Kevin Spacey,United States of America,Matthew Ryan Hoge,Kevin Spacey,Netflix,Jeff Betancourt,Matthew Ryan Hoge,Jeremy Enigk
73790,Kid Galahad,1937,Emmett Vogan,United States of America,Michael Curtiz,Hal B. Wallis,Warner Bros.,George Amy,Seton I. Miller,Heinz Eric Roemheld
73829,Mega Shark Versus Giant Octopus,2009,Lorenzo Lamas,United States of America,Jack Perez,Paul Bales,Netflix,Mark Morrison,Jack Perez,Chris Ridenhour
73831,Mall Girls,2009,Artur Barcis,Poland,Katarzyna Rosłaniec,Włodzimierz Niderhaus,Monolith Films,Jarosław Kamiński,Katarzyna Rosłaniec,O.S.T.R.
7386,The Ten Commandments,1956,Cecil B. DeMille,United States of America,Cecil B. DeMille,Cecil B. DeMille,Paramount Pictures,Anne Bauchens,Fredric M. Frank,Elmer Bernstein
73860,Nowhere Boy,2009,Aaron Taylor-Johnson,United Kingdom,Sam Taylor-Johnson,Douglas Rae,01 Distribution,Lisa Gunning,Matt Greenhalgh,Alison Goldfrapp
7388,"Brother Sun, Sister Moon",1972,Alec Guinness,United States of America,Franco Zeffirelli,Dyson Lovell,Paramount Pictures,Reginald Mills,Lina Wertmüller,Riz Ortolani
73881,3 Idiots,2009,Kareena Kapoor,India,Rajkumar Hirani,Vidhu Vinod Chopra,Netflix,Rajkumar Hirani,Abhijat Joshi,Shantanu Moitra
73885,Troubled Water,2008,Sølje Bergman,Norway,Erik Poppe,Finn Gjerdrum,Netflix,Einar Egeland,Harald Rosenløw Eeg,Johan Söderqvist
7389,One Million Years B.C.,1966,Percy Herbert,United Kingdom,Don Chaffey,Michael Carreras,Associated British Picture Corporation,Tom Simpson,Michael Carreras,Mario Nascimbene
73914,Sometimes a Great Notion,1970,Henry Fonda,United States of America,Paul Newman,John Foreman,Netflix,Bob Wyman,John Gay,Henry Mancini
73919,La Carapate,1978,Pierre Richard,France,Gérard Oury,Alain Poiré,Gaumont Film Company,Albert Jurgenson,Gérard Oury,Philippe-Gérard
73929,Legion,2010,Kevin Durand,United States of America,Scott Stewart,David Lancaster,InterCom,Steven Kemper,Scott Stewart,John Frizzell
7393,The Slugger's Wife,1985,Ted Turner,United States of America,Hal Ashby,Ray Stark,Columbia Pictures,Don Brochu,Neil Simon,Patrick Williams
7395,Cheaper by the Dozen,1950,Sara Allgood,United States of America,Walter Lang,Lamar Trotti,20th Century Studios,J. Watson Webb,Lamar Trotti,Alfred Newman
73954,Air Force,1943,Charles Drake,United States of America,Howard Hawks,Howard Hawks,Netflix,George Amy,William Faulkner,Franz Waxman
73967,Coquette,1929,Mary Pickford,United States of America,H. Bruce Humberstone,Mary Pickford,United Artists Corporation,Barbara McLean,John Grey,Hugo Riesenfeld
7397,Baby the Rain Must Fall,1965,Lee Remick,United States of America,Robert Mulligan,Alan J. Pakula,Netflix,Aaron Stell,Horton Foote,Elmer Bernstein
73978,Unconquered,1947,Cecil B. DeMille,United States of America,Cecil B. DeMille,Cecil B. DeMille,Netflix,Anne Bauchens,Charles Bennett,Victor Young
7405,Road to Bali,1952,Humphrey Bogart,United States of America,Hal Walker,Harry Tugend,Paramount Pictures,Archie Marshek,Frank Butler,Joseph J. Lilley
7406,The Flying Deuces,1939,Stan Laurel,United States of America,A. Edward Sutherland,Boris Morros,RKO Pictures,Jack Dennis,Harry Langdon,John Leipold
74097,Cabiria,1914,Bartolomeo Pagano,Kingdom of Italy,Giovanni Pastrone,Giovanni Pastrone,Netflix,Giovanni Pastrone,Giovanni Pastrone,Ildebrando Pizzetti
74099,Virginia City,1940,Humphrey Bogart,United States of America,Humphrey Bogart,Humphrey Bogart,Netflix,George Amy,Humphrey Bogart,Max Steiner
74107,Together Again,1944,Charles Boyer,United States of America,Charles Vidor,Virginia Van Upp,Columbia Pictures,Otto Meyer,Virginia Van Upp,George Duning
74131,Extraordinary Measures,2010,Harrison Ford,United States of America,Tom Vaughan,Stacey Sher,Netflix,Anne V. Coates,Robert Nelson Jacobs,Andrea Guerra
74137,Too Many Husbands,1940,Jean Arthur,United States of America,Wesley Ruggles,Wesley Ruggles,Columbia Pictures,William Lyon,Claude Binyon,Friedrich Hollaender
74139,The Red Baron,2008,Axel Prahl,Germany,Nikolai Müllerschön,Dan Maag,Warner Bros.,Olivia Retzer,Nikolai Müllerschön,Stefan Hansen
7414,Going in Style,1979,Art Carney,United States of America,Martin Brest,Tony Bill,Warner Bros.,Carroll Timothy O'Meara,Martin Brest,Michael Small
74144,Crime and Punishment,1935,Tala Birell,United States of America,Josef von Sternberg,B. P. Schulberg,Columbia Pictures,Richard Cahoon,Joseph Anthony,Louis Silvers
7415,The Late Show,1977,Art Carney,United States of America,Robert Benton,Robert Altman,Warner Bros.,Lou Lombardo,Robert Benton,Kenneth Wannberg
74156,Edge of Darkness,2010,Mel Gibson,United States of America,Martin Campbell,Bruce Davey,Warner Bros.,Stuart Baird,William Monahan,Howard Shore
7419,After Hours,1985,Cheech Marin,United States of America,Martin Scorsese,Griffin Dunne,Warner Bros.,Thelma Schoonmaker,Joseph Minion,Howard Shore
7420,Viva Las Vegas,1964,Elvis Presley,United States of America,George Sidney,George Sidney,Metro-Goldwyn-Mayer,John McSweeney,Sally Benson,Georgie Stoll
74261,Cimarron,1960,Maria Schell,United States of America,Anthony Mann,Edmund Grainger,Metro-Goldwyn-Mayer,John Dunning,Arnold Schulman,Franz Waxman
74263,Dangerous,1935,Bette Davis,United States of America,Alfred Edward Green,Jack Warner,Warner Bros.,Tom Richards,Laird Doyle,Heinz Eric Roemheld
74266,I Never Sang for My Father,1970,Gene Hackman,United States of America,Gilbert Cates,Gilbert Cates,Columbia Pictures,Angelo Ross,Robert Anderson,Al Gorgoni
74275,I Love You Phillip Morris,2009,Ewan McGregor,United States of America,John Requa,Andrew Lazar,Netflix,Thomas J. Nordberg,John Requa,John Swihart
74300,Mistress,1992,Robert De Niro,United States of America,Barry Primus,Robert De Niro,Netflix,Steven Weisberg,Barry Primus,Galt MacDermot
74306,The Sun,2005,Kaori Momoi,Italy,Alexander Sokurov,Alexander Rodnyansky,Netflix,Sergei Ivanov,Yuriy Arabov,Andrey Sigle
74310,Vivacious Lady,1938,Ginger Rogers,United States of America,George Stevens,George Stevens,RKO Pictures,Henry Berman,I. A. R. Wylie,Roy Webb
