ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
8196,Beyond the Valley of the Dolls,1970,Dolly Martin,United States of America,Russ Meyer,"Eve Meyer, Russ Meyer",20th Century Studios,Russ Meyer,"Roger Ebert, Russ Meyer",Stu Phillips
8197,Hiroshima mon amour,1959,Eiji Okada,"France, Japan",Alain Resnais,Anatole Dauman,"Pathé, Netflix","Henri Colpi, Anne Sarraute",Marguerite Duras,Georges Delerue
8198,The Thousand Eyes of Dr. Mabuse,1960,Wolfgang Völz,"France, Italy, Germany",Fritz Lang,Artur Brauner,Netflix,Walter Wischniewsky,"Fritz Lang, Jan Fethke, Norbert Jacques, Heinz Oskar Wuttig",Gerhard Becker
8201,At Play in the Fields of the Lord,1991,Tom Waits,"United States of America, Brazil",Héctor Babenco,Saul Zaentz,Universal Pictures,William M. Anderson,"Jean-Claude Carrière, Héctor Babenco, Vincent Patrick",Zbigniew Preisner
8202,The Golden Coach,1953,Amina Pirani Maggi,"Italy, France",Jean Renoir,Delphinus,Netflix,Mario Serandrei,"Prosper Mérimée, Jean Renoir, Giulio Macchi, Renzo Avanzo, Jack Kirkland",Antonio Vivaldi
82030,A Lesson in Love,1954,Renée Björling,Sweden,Ingmar Bergman,Allan Ekelund,SF Studios,Oscar Rosander,Ingmar Bergman,Dag Wirén
82045,Madam Satan,1930,Cecil B. DeMille,United States of America,Cecil B. DeMille,Cecil B. DeMille,Metro-Goldwyn-Mayer,Anne Bauchens,Jeanie MacPherson,Clifford Grey
82068,Police,1985,Sophie Marceau,France,"Catherine Breillat, Maurice Pialat",Catherine Breillat,Netflix,Yann Dedet,"Catherine Breillat, Jacques Fieschi, Maurice Pialat",Henryk Górecki
8207,The Day of the Jackal,1973,Howard Vernon,"France, United Kingdom",Fred Zinnemann,John and James Woolf,Universal Pictures,Ralph Kemplen,Kenneth Ross,Georges Delerue
8208,The Razor's Edge,1946,Fritz Kortner,United States of America,Edmund Goulding,Darryl F. Zanuck,"20th Century Studios, Netflix","J. Watson Webb, Jr.",Lamar Trotti,Alfred Newman
82093,London Boulevard,2010,Keira Knightley,"United States of America, United Kingdom",William Monahan,"Graham King, William Monahan, Timothy Headington","Fórum Hungary, Netflix",Dody Dorn,"Ken Bruen, William Monahan",Serge Pizzorno
82095,Skyline,2010,Brittany Daniel,United States of America,"Greg Strause, Colin Strause","Brett Ratner, Greg and Colin Strause, Liam O'Donnell","Universal Pictures, Netflix",Nicholas Wayman-Harris,Liam O'Donnell,Matthew Margeson
82129,The Passionate Friends,1949,Claude Rains,United Kingdom,David Lean,Ronald Neame,General Film Distributors,Geoffrey Foot,"David Lean, H.G. Wells, Eric Ambler",Richard Addinsell
82131,Men in War,1957,Robert Ryan,United States of America,Anthony Mann,Sidney Harmon,"United Artists Corporation, Netflix",Rick Meyer,"Philip Yordan, Ben Maddow",Elmer Bernstein
82141,The Brotherhood,1968,Irene Papas,United States of America,Martin Ritt,Kirk Douglas,Paramount Pictures,Boris Kaufman,Lewis John Carlino,Lalo Schifrin
82152,Beastly,2011,Vanessa Hudgens,United States of America,Daniel Barnz,Susan Cartsonis,"Netflix, CBS Films",Thomas J. Nordberg,Daniel Barnz,Marcelo Zarvos
82167,Love and Other Drugs,2010,Anne Hathaway,United States of America,Edward Zwick,"Edward Zwick, Marshall Herskovitz, Scott Stuber","Netflix, InterCom",Steven Rosenblum,"Edward Zwick, Marshall Herskovitz, Charles Randolph",James Newton Howard
82196,Intruder in the Dust,1949,James Kirkwood,United States of America,Clarence Brown,Clarence Brown,Metro-Goldwyn-Mayer,Robert J. Kern,"William Faulkner, Ben Maddow",Adolph Deutsch
82202,The Tourist,2010,Johnny Depp,"Italy, United States of America, France",Florian Henckel von Donnersmarck,"Graham King, Roger Birnbaum, Gary Barber, Timothy Headington, Jonathan Glickman","Netflix, InterCom","Joe Hutshing, Patricia Rommel","Jérôme Salle, Julian Fellowes, Florian Henckel von Donnersmarck, Christopher McQuarrie",James Newton Howard
8222,The Other,1972,Uta Hagen,United States of America,Robert Mulligan,"Robert Mulligan, Tom Tryon","20th Century Studios, Netflix","O. Nicholas Brown, Folmar Blangsted",Tom Tryon,Jerry Goldsmith
82227,A Man Called Peter,1955,Jean Peters,United States of America,Henry Koster,Samuel G. Engel,20th Century Studios,Robert L. Simpson,Eleanore Griffin,Alfred Newman
82235,The Story of Three Loves,1953,Pier Angeli,United States of America,"Gottfried Reinhardt, Vincente Minnelli",Sidney Franklin,Metro-Goldwyn-Mayer,Ralph E. Winters,"George Froeschel, Jan Lustig, John Collier",Miklós Rózsa
82242,Rare Exports: A Christmas Tale,2010,Tommi Korpela,"Norway, Sweden, France, Finland",Jalmari Helander,"François-Xavier Frantz, Anna Björk, Petri Jokiranta, Knut Skoglund",SF Film,Kimmo Taavila,Jalmari Helander,"Juri Seppä, Miska Seppä"
82244,13,2010,50 Cent,United States of America,Géla Babluani,Rick Schwartz,"Netflix, Anchor Bay Entertainment",Géla Babluani,Géla Babluani,Marco Beltrami
8227,Drums Along the Mohawk,1939,Henry Fonda,United States of America,John Ford,Darryl F. Zanuck,"Fox Broadcasting Company, Netflix",Robert L. Simpson,"William Faulkner, Sonya Levien, Lamar Trotti",Alfred Newman
82300,Cotton Comes to Harlem,1970,Jonelle Allen,United States of America,Ossie Davis,Samuel Goldwyn Jr.,"United Artists Corporation, Netflix",Robert Q. Lovett,"Ossie Davis, Chester Himes, Arnold Perl",Galt MacDermot
82306,The Student Prince in Old Heidelberg,1927,Gustav von Seyffertitz,United States of America,"Ernst Lubitsch, John M. Stahl",Irving Thalberg,Metro-Goldwyn-Mayer,Andrew Marton,Hanns Kräly,William Axt
82308,Illustrious Corpses,1976,Fernando Rey,"Italy, France",Francesco Rosi,Alberto Grimaldi,United Artists Corporation,Ruggero Mastroianni,"Francesco Rosi, Tonino Guerra, Lino Jannuzzi",Piero Piccioni
82311,Hands Across the Table,1935,Herman Bing,United States of America,Mitchell Leisen,E. Lloyd Sheldon,Paramount Pictures,William Shea,Norman Krasna,Sam Coslow
82313,Nightfall,1957,Frank Albertson,United States of America,Jacques Tourneur,Ted Richmond,"Columbia Pictures, Netflix",William Lyon,Stirling Silliphant,George Duning
8232,I Love You Again,1940,Frank McHugh,United States of America,W. S. Van Dyke,Lawrence Weingarten,"Netflix, Loews Cineplex Entertainment",Gene Ruggiero,Charles Lederer,Franz Waxman
82353,Solo Sunny,1980,Renate Krößner,"Germany, German Democratic Republic","Wolfgang Kohlhaase, Konrad Wolf",Herbert Ehler,Netflix,Evelyn Carow,Wolfgang Kohlhaase,Günther Fischer
8236,While the City Sleeps,1956,Vincent Price,United States of America,Fritz Lang,RKO,RKO Pictures,Gene Fowler Jr.,"Carroll Clark, Casey Robinson",Herschel Burke Gilbert
8237,The Way Ahead,1944,Peter Ustinov,United Kingdom,Carol Reed,"John Sutro, Norman Walker",General Film Distributors,Fergus McDonell,"Eric Ambler, Peter Ustinov",William Alwyn
8239,Viridiana,1961,Fernando Rey,"Spain, Mexico",Luis Buñuel,Gustavo Alatriste,Netflix,Pedro del Rey,"Luis Buñuel, Benito Pérez Galdós, Julio Alejandro",Ludwig van Beethoven
8240,Totally F***ed Up,1993,Robert McHenry,United States of America,Gregg Araki,Gregg Araki,"Netflix, Strand Releasing",Gregg Araki,Gregg Araki,Buzz McCoy
82449,I Love You Too,2010,Yvonne Strahovski,Australia,Daina Reid,Laura Waters,Village Roadshow,Ken Sallows,Peter Helliar,David Hirschfelder
82459,True Grit,2010,Elizabeth Marvel,United States of America,"Joel Coen, Ethan Coen","Steven Spielberg, Coen brothers, Megan Ellison, Scott Rudin, David Ellison, Joel Coen, Ethan Coen","iTunes, UIP-Dunafilm, Netflix",Coen brothers,"Charles Portis, Joel Coen, Ethan Coen",Carter Burwell
82461,Tron: Legacy,2010,Jeff Bridges,United States of America,Joseph Kosinski,"Steven Lisberger, Jeffrey Silver, Sean Bailey","Fórum Hungary, Netflix, Disney+",James Haygood,"Edward Kitsis, Adam Horowitz","Daft Punk, Guy-Manuel de Homem-Christo, Thomas Bangalter"
82463,Another Year,2010,David Bradley,United Kingdom,Mike Leigh,Georgina Lowe,Momentum Pictures,Jon Gregory,Mike Leigh,Gary Yershon
82465,It's Alive III: Island of the Alive,1987,Karen Black,United States of America,Larry Cohen,Paul Stader,Warner Bros.,David J. Kern,Larry Cohen,Laurie Johnson
82467,Forever Amber,1947,Anne Revere,United States of America,"Otto Preminger, John M. Stahl",20th Century Studios,20th Century Studios,Louis R. Loeffler,"Ring Lardner, Philip Dunne",David Raksin
82469,Billy the Kid,1941,Robert Taylor,United States of America,"Frank Borzage, David Miller",Irving Asher,Metro-Goldwyn-Mayer,Robert J. Kern,Gene Fowler,David Snell
82476,Interrupted Melody,1955,Eleanor Parker,United States of America,Curtis Bernhardt,Jack Cummings,Metro-Goldwyn-Mayer,John Dunning,"Sonya Levien, William Ludwig",Alexander Courage
82499,How Do You Know,2010,Jack Nicholson,United States of America,James L. Brooks,James L. Brooks,"Columbia Pictures, Netflix",Richard Marks,James L. Brooks,Hans Zimmer
8252,You're a Big Boy Now,1966,Geraldine Page,United States of America,Francis Ford Coppola,Phil Feldman,Warner Bros.-Seven Arts,Aram Avakian,Francis Ford Coppola,Robert Prince
82527,Barney's Version,2010,David Cronenberg,"Canada, Italy",Richard J. Lewis,Domenico Procacci,"Netflix, Sony Pictures Classics",Susan Shipton,Michael Konyves,Pasquale Catalano
82531,One Foot in Heaven,1941,Sarah Edwards,United States of America,Irving Rapper,Irving Rapper,Warner Bros.,Warren Low,Casey Robinson,Max Steiner
82534,The Company Men,2010,Kevin Costner,United States of America,John Wells,John Wells,"Netflix, 01 Distribution",Robert Frazen,John Wells,Aaron Zigman
8256,Queen Christina,1933,Greta Garbo,United States of America,Rouben Mamoulian,Walter Wanger,"Netflix, Metro-Goldwyn-Mayer",Blanche Sewell,"Ben Hecht, Salka Viertel, S. N. Behrman",Herbert Stothart
82564,The Last of the Mohicans,1936,Heather Angel,United States of America,"George B. Seitz, Edward Small, John L. Balderston",Edward Small,United Artists Corporation,Jack Dennis,"John L. Balderston, Philip Dunne",Nathaniel Shilkret
8257,Battleground,1949,John Mylong,United States of America,William A. Wellman,Dore Schary,"Metro-Goldwyn-Mayer, Netflix",John Dunning,Robert Pirosh,Lennie Hayton
82584,The Great Waltz,1938,Luise Rainer,United States of America,"Josef von Sternberg, Victor Fleming, Julien Duvivier",Bernard H. Hyman,"Metro-Goldwyn-Mayer, Netflix",Tom Held,"Walter Reisch, Samuel Hoffenstein",Johann Strauss II
82589,Mother and Child,2009,Samuel L. Jackson,United States of America,Rodrigo García,Alejandro González Iñárritu,"Netflix, Sony Pictures Classics",Steven Weisberg,Rodrigo García,Edward Shearmur
82597,The Catered Affair,1956,Rod Taylor,United States of America,Richard Brooks,Sam Zimbalist,Metro-Goldwyn-Mayer,Gene Ruggiero,"Paddy Chayefsky, Gore Vidal",André Previn
8262,The Green Pastures,1936,Rex Ingram,United States of America,"William Keighley, Marc Connelly",Jack Warner,Warner Bros.,Hal Mohr,Marc Connelly,Erich Wolfgang Korngold
8263,Take Me Out to the Ball Game,1949,Frank Sinatra,United States of America,Busby Berkeley,Arthur Freed,"Metro-Goldwyn-Mayer, Netflix",Blanche Sewell,George Wells,Roger Edens
82667,I Saw the Devil,2010,Choi Min-sik,South Korea,Kim Ji-woon,Kim Hyeon-Woo,"SHOWBOX Co., Ltd., Netflix, Vudu",Nam Na-yeong,Park Hoon-jung,Mowg
8267,Signs of Life,1968,Werner Herzog,Germany,Werner Herzog,Werner Herzog,Netflix,Beate Mainka-Jellinghaus,Werner Herzog,Stavros Xarchakos
82678,The Breach,1970,Claude Chabrol,"Italy, France",Claude Chabrol,André Génovès,"Netflix, Gaumont Film Company",Jacques Gaillard,Claude Chabrol,Pierre Jansen
8268,Point of No Return,1993,Richard Romanus,United States of America,John Badham,"D.J. Caruso, Art Linson","Warner Bros., Netflix",Frank Morriss,"Luc Besson, Robert Getchell",Hans Zimmer
82682,Mickey One,1965,Hurd Hatfield,United States of America,Arthur Penn,Arthur Penn,"Vudu, Columbia Pictures",Aram Avakian,Alan Surgal,Eddie Sauter
8270,The Hairdresser's Husband,1990,Jean Rochefort,France,Patrice Leconte,Thierry de Ganay,Netflix,Joëlle Hache,Patrice Leconte,Michael Nyman
82705,The Desert of the Tartars,1976,Jean-Louis Trintignant,"Italy, France, Germany",Valerio Zurlini,"Jacques Perrin, Bahman Farmanara",Filmverlag der Autoren,Franco Arcalli,"Valerio Zurlini, André-Georges Brunelin",Ennio Morricone
8272,Cromwell,1970,Timothy Dalton,"United States of America, United Kingdom",Ken Hughes,Irving Allen,"Columbia Pictures, Netflix",Bill Lenny,"Ronald Harwood, Geoffrey Unsworth, Ken Hughes",Frank Cordell
8273,Jamón Jamón,1992,Penélope Cruz,"Spain, Italy",Bigas Luna,Andrés Vicente Gómez,Filmauro,Teresa Font,"Bigas Luna, Quim Monzó",Nicola Piovani
82767,Rabbit Hole,2010,Nicole Kidman,United States of America,John Cameron Mitchell,"Nicole Kidman, Leslie Urdang","Lionsgate, Netflix",Joe Klotz,David Lindsay-Abaire,Anton Sanko
828,The Adventures of Pinocchio,1996,Udo Kier,"United States of America, France, Czech Republic",Steve Barron,Samuel Hadida,New Line Cinema,Sean Barton,Steve Barron,Rachel Portman
82848,One Week,1920,Buster Keaton,United States of America,"Buster Keaton, Edward F. Cline",Joseph M. Schenck,Metro Pictures,Buster Keaton,"Buster Keaton, Edward F. Cline",Irving Berlin
82852,Little Fockers,2010,Barbra Streisand,United States of America,Paul Weitz,"Robert De Niro, John Hamburg, Jay Roach, Jane Rosenthal","Universal Pictures, UIP-Dunafilm, Netflix",Greg Hayden,"John Hamburg, Larry Stuckey",Stephen Trask
82854,Gulliver's Travels,2010,Rila Fukushima,United States of America,Rob Letterman,"Jack Black, John Davis, Gregory Goodman","InterCom, Netflix",Dean Zimmerman,"Nicholas Stoller, Joe Stillman",Henry Jackman
829,Joe's Apartment,1996,Moby,United States of America,John Payson,"Griffin Dunne, Judy McGrath","Netflix, InterCom",Peter C. Frank,John Payson,Carter Burwell
82909,Take the High Ground!,1953,Karl Malden,United States of America,Richard Brooks,Dore Schary,Metro-Goldwyn-Mayer,John Dunning,Millard Kaufman,Dimitri Tiomkin
8291,Ten Little Indians,1965,Daliah Lavi,United Kingdom,George Pollock,Harry Alan Towers,"Associated British Picture Corporation, Netflix",Peter Boita,Harry Alan Towers,Malcolm Lockyer
82911,The Cowboy and the Lady,1938,Gary Cooper,United States of America,"William Wyler, H. C. Potter, Stuart Heisler",Samuel Goldwyn,"United Artists Corporation, Netflix",Sherman Todd,"Leo McCarey, Sonya Levien, S. N. Behrman",Alfred Newman
82920,Thirst,1949,Ingmar Bergman,Sweden,Ingmar Bergman,Helge Hagerman,Netflix,Oscar Rosander,Herbert Grevenius,Erik Nordgren
8294,The Swan,1956,Grace Kelly,United States of America,Charles Vidor,Dore Schary,Metro-Goldwyn-Mayer,John Dunning,Ferenc Molnár,Bronisław Kaper
8295,The Most Dangerous Game,1932,Robert Armstrong,United States of America,"Ernest B. Schoedsack, Irving Pichel","David O. Selznick, Merian C. Cooper, Ernest B. Schoedsack",RKO Pictures,Archie Marshek,"James Ashmore Creelman, Richard Connell",Max Steiner
82982,Primrose Path,1940,Ginger Rogers,United States of America,Gregory La Cava,Gregory La Cava,RKO Pictures,William Hamilton,"Gregory La Cava, Allan Scott",Werner R. Heymann
82984,Mission to Moscow,1943,Adolf Hitler,United States of America,Michael Curtiz,Robert Buckner,Warner Bros.,Owen Marks,"Howard Koch, Joseph Edward Davies",Max Steiner
830,The First Wives Club,1996,Sarah Jessica Parker,United States of America,Hugh Wilson,Scott Rudin,"Paramount Pictures, Netflix",John Bloom,"Olivia Goldsmith, Paul Rudnick, Robert Harling",Marc Shaiman
8302,The Front Page,1931,Clark Gable,United States of America,"Lewis Milestone, Nate Watt","Howard Hughes, Lewis Milestone","United Artists Corporation, Netflix",W. Duncan Mansfield,Charles Lederer,Ernö Rapée
83056,Topper Takes a Trip,1938,Cary Grant,United States of America,Norman Z. McLeod,"Hal Roach, Milton H. Bren",United Artists Corporation,William H. Terhune,Thorne Smith,Hugo Friedhofer
83071,The North Star,1943,Erich von Stroheim,United States of America,Lewis Milestone,"Samuel Goldwyn, William Cameron Menzies","RKO Pictures, Netflix",Daniel Mandell,Lillian Hellman,Aaron Copland
83082,Mao's Last Dancer,2009,Bruce Greenwood,Australia,Bruce Beresford,Jane Scott,"Netflix, Samuel Goldwyn Films",Mark Warner,Jan Sardi,Christopher Gordon
83086,Burlesque,2010,Christina Aguilera,United States of America,Steve Antin,Donald De Line,"InterCom, Netflix",Virginia Katz,"Diablo Cody, Steve Antin",Christophe Beck
83115,The Polar Bear King,1991,Tobias Hoesl,"Norway, Sweden, Germany",Ola Solum,Hilde Berg,SF Norge,Yngve Refseth,Erik Borge,"Bent Åserud, Geir Bøhren"
83177,Yogi Bear,2010,Anna Faris,"United States of America, New Zealand",Eric Brevig,Donald De Line,"Warner Bros., Netflix",Kent Beyda,"Jennifer Ventimilia, Joshua Sternin, Brad Copeland",John Debney
83186,Django Kill,1967,Antonio Pica,"Spain, Italy",Giulio Questi,Giulio Questi,"Netflix, Titanus",Franco Arcalli,"Giulio Questi, Franco Arcalli",Ivan Vandor
83189,Merrill's Marauders,1962,Charles James Briggs,United States of America,Samuel Fuller,"Milton Sperling, United States Pictures","Warner Bros., Netflix",Folmar Blangsted,Samuel Fuller,Howard Jackson
832,Ransom,1996,Lili Taylor,United States of America,Ron Howard,"Brian Grazer, Scott Rudin","InterCom, Netflix",Daniel P. Hanley,Richard Price,James Horner
83244,"It's Not Me, I Swear!",2008,Évelyne Rompré,Canada,Philippe Falardeau,"Luc Déry, Kim McCraw","Netflix, Christal Films",Frédérique Broos,Philippe Falardeau,Patrick Watson
83246,Navajo Joe,1966,Burt Reynolds,"Italy, Spain",Sergio Corbucci,Dino De Laurentiis,"United Artists Corporation, Netflix",Alberto Gallitti,"Fernando Di Leo, Piero Regnoli",Ennio Morricone
83264,Band Baaja Baaraat,2010,Anushka Sharma,India,Maneesh Sharma,Aditya Chopra,"Netflix, Yash Raj Films",Namrata Rao,Habib Faisal,Salim-Sulaiman
8327,Dolls,2002,Kyoko Fukada,Japan,Takeshi Kitano,Masayuki Mori,"Shochiku, Netflix",Takeshi Kitano,Takeshi Kitano,Joe Hisaishi
83277,Last Days of Mussolini,1974,Adolf Hitler,Italy,Carlo Lizzani,Enzo Peri,Netflix,Franco Fraticelli,"Carlo Lizzani, Fabio Pittorru",Ennio Morricone
8329,Three Came Home,1950,Claudette Colbert,United States of America,Jean Negulesco,"Darryl F. Zanuck, Nunnally Johnson","20th Century Studios, Netflix",Dorothy Spencer,Nunnally Johnson,Hugo Friedhofer
83302,Last Night,2010,Sam Worthington,"United States of America, France",Massy Tadjedin,Massy Tadjedin,"Netflix, Medusa Film",Susan E. Morse,Massy Tadjedin,Clint Mansell
8332,"Sunday, Bloody Sunday",1971,Glenda Jackson,United Kingdom,John Schlesinger,Joseph Janni,"United Artists Corporation, Netflix",Richard Marden,"David Sherwin, Penelope Gilliatt",Ron Geesin
8334,The Cowboys,1972,John Wayne,United States of America,"Harriet Frank Jr., Mark Rydell, Irving Ravetch","Harriet Frank Jr., Irving Ravetch","Warner Bros., Netflix",Neil Travis,"Harriet Frank Jr., Irving Ravetch",John Williams
83349,The Green Hornet,2011,Cameron Diaz,United States of America,Michel Gondry,Neal H. Moritz,"Netflix, InterCom",Michael Tronick,"Seth Rogen, Evan Goldberg",James Newton Howard
8335,Make Way for Tomorrow,1937,Gene Morgan,United States of America,Leo McCarey,"Leo McCarey, Adolph Zukor","Paramount Pictures, Netflix",LeRoy Stone,Viña Delmar,George Antheil
83357,A Gathering of Eagles,1963,Louise Fletcher,United States of America,Delbert Mann,Sy Bartlett,Universal Pictures,Russell F. Schoengarth,Robert Pirosh,Jerry Goldsmith
8336,The Major and the Minor,1942,Ginger Rogers,United States of America,Billy Wilder,"Arthur Hornblow, Jr.","Paramount Pictures, Netflix",Doane Harrison,"Billy Wilder, Charles Brackett",Robert E. Dolan
83369,The Way Back,2010,Ed Harris,United States of America,Peter Weir,"Peter Weir, Scott Rudin","Netflix, Newmarket Films, Vertigo Média",Lee Smith,Peter Weir,Burkhard Dallwitz
8337,The Caine Mutiny,1954,Humphrey Bogart,United States of America,Edward Dmytryk,Stanley Kramer,Columbia Pictures,Henry Batista,"Herman Wouk, Stanley Roberts, Stanley Roberts, Michael Blankfort",Max Steiner
8338,Black Narcissus,1947,Deborah Kerr,United Kingdom,"Emeric Pressburger, Michael Powell","Emeric Pressburger, Michael Powell","Netflix, General Film Distributors",Reginald Mills,"Emeric Pressburger, Michael Powell",Brian Easdale
83381,Seven Thieves,1960,Eli Wallach,United States of America,Henry Hathaway,Sydney Boehm,20th Century Studios,Dorothy Spencer,Sydney Boehm,Dominic Frontiere
8339,H.M.S. Defiant,1962,Alec Guinness,United Kingdom,Lewis Gilbert,"John Knatchbull, 7th Baron Brabourne","Columbia Pictures, Netflix",Peter R. Hunt,"Nigel Kneale, Edmund H. North",Clifton Parker
8340,Escape from Alcatraz,1979,Clint Eastwood,United States of America,Don Siegel,Don Siegel,"Cinema International Corporation, Paramount Home Entertainment, Paramount Pictures, Netflix",Ferris Webster,Richard Tuggle,Jerry Fielding
8341,Oliver Twist,1948,Josephine Stuart,United Kingdom,David Lean,"Ronald Neame, Anthony Havelock-Allan","Netflix, Rank Organisation",Jack Harris,David Lean,Arnold Bax
83424,Ghajini,2008,Aamir Khan,India,A. R. Murugadoss,Allu Aravind,"Netflix, Reliance Entertainment",Anthony,A. R. Murugadoss,A. R. Rahman
83435,A Hatful of Rain,1957,Eva Marie Saint,United States of America,Fred Zinnemann,"20th Century Studios, Buddy Adler",20th Century Studios,Dorothy Spencer,"Michael V. Gazzo, Carl Foreman, Alfred Hayes",Bernard Herrmann
83437,The Young in Heart,1938,Paulette Goddard,United States of America,Richard Wallace,David O. Selznick,"United Artists Corporation, Netflix",Hal C. Kern,Charles Bennett,Franz Waxman
83439,Toys in the Attic,1963,Geraldine Page,United States of America,George Roy Hill,Walter Mirisch,United Artists Corporation,Stuart Gilmore,James Poe,George Duning
83446,Orchestra Wives,1942,Glenn Miller,United States of America,Archie Mayo,William LeBaron,20th Century Studios,Robert Bischoff,Karl Tunberg,Alfred Newman
83525,Outrage,2010,Takeshi Kitano,Japan,Takeshi Kitano,Masayuki Mori,"Netflix, Office Kitano","Takeshi Kitano, Yoshinori Ōta",Takeshi Kitano,Keiichi Suzuki
83540,Le Silence de la mer,1949,Nicole Stéphane,France,Jean-Pierre Melville,Jean-Pierre Melville,Pierre Braunberger,"Jean-Pierre Melville, Henri Decaë",Jean-Pierre Melville,Edgar Bischoff
83577,The Spy in Black,1939,Conrad Veidt,United Kingdom,Michael Powell,"Alexander Korda, Irving Asher",Columbia Pictures,Hugh Stewart,Emeric Pressburger,Miklós Rózsa
836,Chain Reaction,1996,Brian Cox,United States of America,Andrew Davis,Andrew Davis,"20th Century Studios, Netflix",Don Brochu,"J. F. Lawton, Michael Bortman, Josh Friedman",Jerry Goldsmith
8361,The Day After Tomorrow,2004,Emmy Rossum,United States of America,Roland Emmerich,"Roland Emmerich, Mark Gordon","InterCom, Netflix",David Brenner,"Roland Emmerich, Whitley Strieber, Jeffrey Nachmanoff",Harald Kloser
83613,Cowboys & Aliens,2011,Harrison Ford,United States of America,Jon Favreau,"Ron Howard, Damon Lindelof, Alex Kurtzman, Roberto Orci, Brian Grazer, Scott Mitchell Rosenberg","Netflix, UIP-Dunafilm",Dan Lebental,"Damon Lindelof, Alex Kurtzman, Roberto Orci, Mark Fergus, Hawk Ostby, Mark Fergus and Hawk Ostby",Harry Gregson-Williams
8362,Raising Helen,2004,Amber Valletta,United States of America,Garry Marshall,"Ashok Amritraj, David Hoberman","Netflix, Walt Disney Studios Motion Pictures",Bruce Green,"Jack Amiel, Michael Begler",John Debney
8365,The Mother,2003,Daniel Craig,United Kingdom,Roger Michell,Kevin Loader,Sony Pictures Classics,Nicolas Gaster,Hanif Kureishi,Jeremy Sams
8366,Saved!,2004,Heather Matarazzo,"United States of America, Canada",Brian Dannelly,"Michael Ohoven, Michael Stipe, William Vince, Sandy Stern","United Artists Corporation, Netflix, Vudu",Pamela Martin,Brian Dannelly,Christophe Beck
8368,Harry Potter and the Prisoner of Azkaban,2004,Rupert Grint,"United States of America, United Kingdom",Alfonso Cuarón,"Chris Columbus, David Heyman, Mark Radcliffe",Warner Bros.,Steven Weisberg,"J. K. Rowling, Steve Kloves",John Williams
837,Matilda,1996,Danny DeVito,United States of America,Danny DeVito,"Roald Dahl, Danny DeVito, Stacey Sher, Michael Shamberg","Netflix, TriStar Pictures",Lynzee Klingman,"Nicholas Kazan, Robin Swicord",David Newman
8370,Zatōichi,2003,Takeshi Kitano,Japan,Takeshi Kitano,Masayuki Mori,Mikado Film,Takeshi Kitano,Takeshi Kitano,Keiichi Suzuki
8372,Garfield: The Movie,2004,Jimmy Kimmel,United States of America,Peter Hewitt,"Jim Davis, John Davis","20th Century Studios, InterCom, Netflix, Disney+, Vudu","Peter E. Berger, Michael A. Stevenson","Joel Cohen, John Davis, Alec Sokolow",Christophe Beck
8373,The Stepford Wives,2004,Matthew Broderick,United States of America,Frank Oz,Scott Rudin,"Paramount Pictures, Netflix, Vudu",Jay Rabinowitz,Ira Levin,David Arnold
8376,Napoleon Dynamite,2004,Haylie Duff,United States of America,Jared Hess,"Jeremy Coon, Sean Covel, Chris Wyatt","20th Century Studios, Netflix",Jeremy Coon,"Jared Hess, Jerusha Hess",John Swihart
83767,The Naked Edge,1961,Gary Cooper,"United States of America, United Kingdom",Michael Anderson,"Walter Seltzer, George Glass",United Artists Corporation,Gordon Pilkington,Joseph Stefano,William Alwyn
8377,City of Joy,1992,Patrick Swayze,"France, United Kingdom",Roland Joffé,"Roland Joffé, Jake Eberts","Netflix, TriStar Pictures",Gerry Hambling,Joe Eszterhas,Ennio Morricone
8378,The Doctor,1991,William Hurt,United States of America,Randa Haines,Laura Ziskin,Walt Disney Studios Motion Pictures,Lisa Fruchtman,Robert Caswell,Michael Convertino
8379,The Dresser,1983,Eileen Atkins,United Kingdom,Peter Yates,Peter Yates,"Columbia Pictures, Netflix",Ray Lovejoy,Ronald Harwood,James Horner
83791,Gung Ho!,1943,Robert Mitchum,United States of America,Ray Enright,Walter Wanger,"Universal Pictures, Netflix",Milton Carruth,Lucien Hubbard,Frank Skinner
83798,Cracks,2009,Eva Green,United Kingdom,Jordan Scott,"Christine Vachon, Andrew Lowe, Julie Payne, Kwesi Dickson","iTunes, Netflix, StudioCanal UK",Valerio Bonelli,Jordan Scott,Javier Navarrete
83819,Plymouth Adventure,1952,Spencer Tracy,United States of America,Clarence Brown,Dore Schary,"Metro-Goldwyn-Mayer, Netflix",Robert J. Kern,Helen Deutsch,Miklós Rózsa
83821,The Happy Ending,1969,Jean Simmons,United States of America,Richard Brooks,Richard Brooks,"United Artists Corporation, Netflix",George Grenville,Richard Brooks,Michel Legrand
83823,Visit to a Small Planet,1960,John Williams,United States of America,Norman Taurog,Hal B. Wallis,"Paramount Pictures, Netflix",Frank Bracht,"Henry Garson, Edmund Beloin",Leigh Harline
83825,Kismet,1944,Marlene Dietrich,United States of America,William Dieterle,Everett Riskin,Metro-Goldwyn-Mayer,Ben Lewis,"John Meehan, John Meehan",Herbert Stothart
83831,The Story of Dr. Wassell,1944,Signe Hasso,United States of America,Cecil B. DeMille,Paramount Pictures,Paramount Pictures,Anne Bauchens,"Charles Bennett, Alan Le May",Victor Young
