ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
81216	The Frogmen	1951	Jeffrey Hunter	United States of America	Lloyd Bacon	Samuel G. Engel	Netflix	William H. Reynolds	John Tucker Battle	Cyril J. Mockridge	The Frogmen is a movie, of the genre <mask>.	The Frogmen is a movie, released 1951, of the genre <mask>.
8125	Sunrise: A Song of Two Humans	1927	Herman Bing	United States of America	F. W. Murnau	William Fox	Netflix	Harold D. Schuster	Hermann Sudermann	Hugo Riesenfeld	Sunrise: A Song of Two Humans is a movie, of the genre <mask>.	Sunrise: A Song of Two Humans is a movie, released 1927, of the genre <mask>.
81250	The Actress	1953	Anthony Perkins	United States of America	George Cukor	Lawrence Weingarten	Loews Cineplex Entertainment	George Boemler	Ruth Gordon	Bronisław Kaper	The Actress is a movie, of the genre <mask>.	The Actress is a movie, released 1953, of the genre <mask>.
81257	In a Better World	2010	Ulrich Thomsen	Sweden	Susanne Bier	Sisse Graum Jørgensen	Sony Pictures Classics	Morten Egholm	Susanne Bier	Johan Söderqvist	In a Better World is a movie, of the genre <mask>.	In a Better World is a movie, released 2010, of the genre <mask>.
8126	Shock Corridor	1963	James Best	United States of America	Samuel Fuller	Samuel Fuller	Netflix	Jerome Thoms	Samuel Fuller	Paul Dunlap	Shock Corridor is a movie, of the genre <mask>.	Shock Corridor is a movie, released 1963, of the genre <mask>.
81270	My Soul to Take	2010	Felix Solis	United States of America	Wes Craven	Wes Craven	Rogue	Peter McNulty	Wes Craven	Marco Beltrami	My Soul to Take is a movie, of the genre <mask>.	My Soul to Take is a movie, released 2010, of the genre <mask>.
81281	The Architect	2006	Hayden Panettiere	United States of America	Matt Tauber	Mark Cuban	Magnolia Pictures	Tom McArdle	David Greig	Marcelo Zarvos	The Architect is a movie, of the genre <mask>.	The Architect is a movie, released 2006, of the genre <mask>.
813	Larger than Life	1996	Linda Fiorentino	United States of America	Howard Franklin	Pen Densham	United Artists Corporation	Sidney Levin	Roy Blount Jr.	Miles Goodman	Larger than Life is a movie, of the genre <mask>.	Larger than Life is a movie, released 1996, of the genre <mask>.
81305	Eyes Wide Open	2009	Haim Zanati	France	Haim Tabakman	Raphael Katz	Peccadillo Pictures	Dov Stoyer	Merav Doster	Nathaniel Mechaly	Eyes Wide Open is a movie, of the genre <mask>.	Eyes Wide Open is a movie, released 2009, of the genre <mask>.
81322	Not All Were Murderers	2006	Maria Hofstätter	Germany	Jo Baier	Gabriela Sperl	Netflix	Clara Fabry	Jo Baier	Enjott Schneider	Not All Were Murderers is a movie, of the genre <mask>.	Not All Were Murderers is a movie, released 2006, of the genre <mask>.
81351	The Olsen Gang	1968	Peter Steen	Denmark	Erik Balling	Bo Christensen	Nordisk Film	Ole Steen Nielsen	Henning Bahs	Bent Fabric	The Olsen Gang is a movie, of the genre <mask>.	The Olsen Gang is a movie, released 1968, of the genre <mask>.
8136	Indestructible Man	1956	Marjorie Bennett	United States of America	Jack Pollexfen	Jack Pollexfen	Monogram Pictures	Fred R. Feitshans Jr.	Sue Dwiggins	Albert Glasser	Indestructible Man is a movie, of the genre <mask>.	Indestructible Man is a movie, released 1956, of the genre <mask>.
81396	Bombshell	1933	Isabel Jewell	United States of America	Victor Fleming	Hunt Stromberg	Metro-Goldwyn-Mayer	Margaret Booth	John Lee Mahin	William Axt	Bombshell is a movie, of the genre <mask>.	Bombshell is a movie, released 1933, of the genre <mask>.
8141	Sodom and Gomorrah	1962	Pier Angeli	United States of America	Robert Aldrich	Goffredo Lombardo	20th Century Studios	Mario Serandrei	Giorgio Prosperi	Miklós Rózsa	Sodom and Gomorrah is a movie, of the genre <mask>.	Sodom and Gomorrah is a movie, released 1962, of the genre <mask>.
8143	Lola Montès	1955	Peter Ustinov	France	Max Ophüls	Albert Caraco	Netflix	Adolf Schlyßleder	Max Ophüls	Georges Auric	Lola Montès is a movie, of the genre <mask>.	Lola Montès is a movie, released 1955, of the genre <mask>.
81443	Counsellor at Law	1933	Thelma Todd	United States of America	William Wyler	Carl Laemmle Jr.	Universal Pictures	Daniel Mandell	Elmer Rice	Giuseppe Becce	Counsellor at Law is a movie, of the genre <mask>.	Counsellor at Law is a movie, released 1933, of the genre <mask>.
8147	Charly	1968	Lilia Skala	United States of America	Ralph Nelson	Ralph Nelson	Netflix	Fredric Steinkamp	Daniel Keyes	Ravi Shankar	Charly is a movie, of the genre <mask>.	Charly is a movie, released 1968, of the genre <mask>.
8149	Atlantis, the Lost Continent	1961	Frank de Kova	United States of America	George Pal	George Pal	Metro-Goldwyn-Mayer	Ben Lewis	Daniel Mainwaring	Russell Garcia	Atlantis, the Lost Continent is a movie, of the genre <mask>.	Atlantis, the Lost Continent is a movie, released 1961, of the genre <mask>.
81495	The Countess	2009	Anna Maria Mühe	France	Julie Delpy	Julie Delpy	Netflix	Andrew Bird	Julie Delpy	Julie Delpy	The Countess is a movie, of the genre <mask>.	The Countess is a movie, released 2009, of the genre <mask>.
81497	The Last American Hero	1973	Ned Beatty	United States of America	Lamont Johnson	William Roberts	20th Century Studios	Tom Rolf	William Roberts	Charles Fox	The Last American Hero is a movie, of the genre <mask>.	The Last American Hero is a movie, released 1973, of the genre <mask>.
81512	Hereafter	2010	Lyndsey Marshal	United States of America	Clint Eastwood	Steven Spielberg	Warner Bros.	Joel Cox	Peter Morgan	Clint Eastwood	Hereafter is a movie, of the genre <mask>.	Hereafter is a movie, released 2010, of the genre <mask>.
81524	The Olsen Gang on the Track	1975	Ole Ernst	Denmark	Erik Balling	Bo Christensen	Nordisk Film	Ole Steen Nielsen	Henning Bahs	Bent Fabric	The Olsen Gang on the Track is a movie, of the genre <mask>.	The Olsen Gang on the Track is a movie, released 1975, of the genre <mask>.
8153	Lust for Life	1956	Eric Pohlmann	United States of America	Vincente Minnelli	John Houseman	Metro-Goldwyn-Mayer	Adrienne Fazan	Irving Stone	Miklós Rózsa	Lust for Life is a movie, of the genre <mask>.	Lust for Life is a movie, released 1956, of the genre <mask>.
81537	Due Date	2010	Charlie Sheen	United States of America	Todd Phillips	Susan Downey	Netflix	Debra Neil-Fisher	Todd Phillips	Christophe Beck	Due Date is a movie, of the genre <mask>.	Due Date is a movie, released 2010, of the genre <mask>.
8154	La Dolce Vita	1960	Nico	France	Federico Fellini	Giuseppe Amato	Netflix	Leo Catozzo	Federico Fellini	Nino Rota	La Dolce Vita is a movie, of the genre <mask>.	La Dolce Vita is a movie, released 1960, of the genre <mask>.
81546	Perfect Strangers	1945	Deborah Kerr	United States of America	Alexander Korda	Alexander Korda	Metro-Goldwyn-Mayer	Edward B. Jarvis	Clemence Dane	Clifton Parker	Perfect Strangers is a movie, of the genre <mask>.	Perfect Strangers is a movie, released 1945, of the genre <mask>.
81562	127 Hours	2010	Treat Williams	United States of America	Danny Boyle	Christian Colson	Netflix	Jon Harris	Danny Boyle	A. R. Rahman	127 Hours is a movie, of the genre <mask>.	127 Hours is a movie, released 2010, of the genre <mask>.
8158	Rush	1991	Jennifer Jason Leigh	United States of America	Lili Fini Zanuck	Richard D. Zanuck	Metro-Goldwyn-Mayer	Mark Warner	Kim Wozencraft	Eric Clapton	Rush is a movie, of the genre <mask>.	Rush is a movie, released 1991, of the genre <mask>.
81585	Strike Up the Band	1940	Judy Garland	United States of America	Busby Berkeley	Arthur Freed	Loews Cineplex Entertainment	Ben Lewis	John Cherry Monks	Roger Edens	Strike Up the Band is a movie, of the genre <mask>.	Strike Up the Band is a movie, released 1940, of the genre <mask>.
81591	Black Swan	2010	Barbara Hershey	United States of America	Darren Aronofsky	Brian Oliver	Netflix	Andrew Weisblum	Mark Heyman	Clint Mansell	Black Swan is a movie, of the genre <mask>.	Black Swan is a movie, released 2010, of the genre <mask>.
81613	Bloodbrothers	1978	Richard Gere	United States of America	Robert Mulligan	Stephen J. Friedman	Warner Bros.	Sheldon Kahn	Walter Newman	Elmer Bernstein	Bloodbrothers is a movie, of the genre <mask>.	Bloodbrothers is a movie, released 1978, of the genre <mask>.
81615	Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?	1971	Dustin Hoffman	United States of America	Ulu Grosbard	Herb Gardner	National General Pictures	Barry Malkin	Herb Gardner	Shel Silverstein	Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me? is a movie, of the genre <mask>.	Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me? is a movie, released 1971, of the genre <mask>.
81641	Fair Game	2010	Sean Penn	United States of America	Doug Liman	Doug Liman	Netflix	Christopher Tellefsen	John-Henry Butterworth	John Powell	Fair Game is a movie, of the genre <mask>.	Fair Game is a movie, released 2010, of the genre <mask>.
81643	Flame of Barbary Coast	1945	John Wayne	United States of America	John Wayne	Joseph Kane	Netflix	Richard L. Van Enger	John Wayne	R. Dale Butts	Flame of Barbary Coast is a movie, of the genre <mask>.	Flame of Barbary Coast is a movie, released 1945, of the genre <mask>.
81646	Million Dollar Mermaid	1952	Esther Williams	United States of America	Mervyn LeRoy	Arthur Hornblow	Metro-Goldwyn-Mayer	John McSweeney	Everett Freeman	Alexander Courage	Million Dollar Mermaid is a movie, of the genre <mask>.	Million Dollar Mermaid is a movie, released 1952, of the genre <mask>.
81658	Flamingo Road	1949	Joan Crawford	United States of America	Michael Curtiz	Jerry Wald	Warner Bros.	Folmar Blangsted	Edmund H. North	Max Steiner	Flamingo Road is a movie, of the genre <mask>.	Flamingo Road is a movie, released 1949, of the genre <mask>.
8167	Captain Blood	1935	Paul Panzer	United States of America	Michael Curtiz	Gordon Hollingshead	Warner Bros.	George Amy	Casey Robinson	Erich Wolfgang Korngold	Captain Blood is a movie, of the genre <mask>.	Captain Blood is a movie, released 1935, of the genre <mask>.
8168	De Lift	1983	Willeke van Ammelrooy	Netherlands	Dick Maas	Matthijs van Heijningen	Medusa Film	Hans van Dongen	Dick Maas	Dick Maas	De Lift is a movie, of the genre <mask>.	De Lift is a movie, released 1983, of the genre <mask>.
8169	Batteries Not Included	1987	Jessica Tandy	United States of America	Matthew Robbins	Steven Spielberg	Universal Pictures	Cynthia Scheider	Matthew Robbins	James Horner	Batteries Not Included is a movie, of the genre <mask>.	Batteries Not Included is a movie, released 1987, of the genre <mask>.
81768	The Man Who Could Work Miracles	1936	Ernest Thesiger	United Kingdom	Lothar Mendes	Alexander Korda	United Artists Corporation	William Hornbeck	H.G. Wells	Mischa Spoliansky	The Man Who Could Work Miracles is a movie, of the genre <mask>.	The Man Who Could Work Miracles is a movie, released 1936, of the genre <mask>.
81782	Unstoppable	2010	Chris Pine	United States of America	Tony Scott	Tony Scott	InterCom	Robert Duffy	Mark Bomback	Harry Gregson-Williams	Unstoppable is a movie, of the genre <mask>.	Unstoppable is a movie, released 2010, of the genre <mask>.
81791	Somewhere	2010	Ellie Kemper	United States of America	Sofia Coppola	Francis Ford Coppola	Focus Features	Sarah Flack	Sofia Coppola	Phoenix	Somewhere is a movie, of the genre <mask>.	Somewhere is a movie, released 2010, of the genre <mask>.
81804	Wild Target	2010	Rupert Grint	France	Jonathan Lynn	Martin Pope	Netflix	Michael Parker	Lucinda Coxon	Michael Price	Wild Target is a movie, of the genre <mask>.	Wild Target is a movie, released 2010, of the genre <mask>.
81819	Biutiful	2010	Javier Bardem	Spain	Alejandro González Iñárritu	Guillermo del Toro	Netflix	Stephen Mirrione	Alejandro González Iñárritu	Gustavo Santaolalla	Biutiful is a movie, of the genre <mask>.	Biutiful is a movie, released 2010, of the genre <mask>.
81831	The First Beautiful Thing	2010	Stefania Sandrelli	Italy	Paolo Virzì	Gabriele Muccino	Medusa Film	Simone Manetti	Paolo Virzì	Carlo Virzì	The First Beautiful Thing is a movie, of the genre <mask>.	The First Beautiful Thing is a movie, released 2010, of the genre <mask>.
81834	Harry Potter and the Deathly Hallows – Part 1	2010	Ralph Fiennes	United States of America	David Yates	J. K. Rowling	Warner Bros.	Mark Day	Steve Kloves	Alexandre Desplat	Harry Potter and the Deathly Hallows – Part 1 is a movie, of the genre <mask>.	Harry Potter and the Deathly Hallows – Part 1 is a movie, released 2010, of the genre <mask>.
81845	The King's Speech	2010	Geoffrey Rush	United Kingdom	Tom Hooper	Iain Canning	Paramount Pictures	Tariq Anwar	David Seidler	Alexandre Desplat	The King's Speech is a movie, of the genre <mask>.	The King's Speech is a movie, released 2010, of the genre <mask>.
81851	The Last Sunset	1961	Joseph Cotten	United States of America	Robert Aldrich	Edward Lewis	Universal Pictures	Michael Luciano	Dalton Trumbo	Ernest Gold	The Last Sunset is a movie, of the genre <mask>.	The Last Sunset is a movie, released 1961, of the genre <mask>.
81853	The Damned	1963	Walter Gotell	United Kingdom	Joseph Losey	Michael Carreras	Columbia Pictures	Reginald Mills	Evan Jones	James Bernard	The Damned is a movie, of the genre <mask>.	The Damned is a movie, released 1963, of the genre <mask>.
81857	Maytime	1937	Herman Bing	United States of America	Robert Z. Leonard	Gregor Rabinovitch	Metro-Goldwyn-Mayer	Conrad A. Nervig	Sigmund Romberg	Herbert Stothart	Maytime is a movie, of the genre <mask>.	Maytime is a movie, released 1937, of the genre <mask>.
81859	Neptune's Daughter	1949	Esther Williams	United States of America	Edward Buzzell	Jack Cummings	Metro-Goldwyn-Mayer	Cotton Warburton	Dorothy Kingsley	Frank Loesser	Neptune's Daughter is a movie, of the genre <mask>.	Neptune's Daughter is a movie, released 1949, of the genre <mask>.
8191	Anne of the Thousand Days	1969	Elizabeth Taylor	United Kingdom	Charles Jarrott	Hal B. Wallis	Universal Pictures	Richard Marden	Maxwell Anderson	Georges Delerue	Anne of the Thousand Days is a movie, of the genre <mask>.	Anne of the Thousand Days is a movie, released 1969, of the genre <mask>.
81932	The Fighter	2010	Mark Wahlberg	United States of America	David O. Russell	Mark Wahlberg	Paramount Pictures	Pamela Martin	Scott Silver	Michael Brook	The Fighter is a movie, of the genre <mask>.	The Fighter is a movie, released 2010, of the genre <mask>.
8194	Baby Doll	1956	Karl Malden	United States of America	Elia Kazan	Elia Kazan	Warner Bros.	Gene Milford	Tennessee Williams	Kenyon Hopkins	Baby Doll is a movie, of the genre <mask>.	Baby Doll is a movie, released 1956, of the genre <mask>.
8195	L'Avventura	1960	Jack O'Connell	Italy	Michelangelo Antonioni	Cino Del Duca	Netflix	Eraldo Da Roma	Michelangelo Antonioni	Giovanni Fusco	L'Avventura is a movie, of the genre <mask>.	L'Avventura is a movie, released 1960, of the genre <mask>.
81952	Feet First	1930	Harold Lloyd	United States of America	Clyde Bruckman	Harold Lloyd	Paramount Pictures	Bernard W. Burton	Clyde Bruckman	Mischa Bakaleinikoff	Feet First is a movie, of the genre <mask>.	Feet First is a movie, released 1930, of the genre <mask>.
8196	Beyond the Valley of the Dolls	1970	Dolly Martin	United States of America	Russ Meyer	Eve Meyer	20th Century Studios	Russ Meyer	Roger Ebert	Stu Phillips	Beyond the Valley of the Dolls is a movie, of the genre <mask>.	Beyond the Valley of the Dolls is a movie, released 1970, of the genre <mask>.
8197	Hiroshima mon amour	1959	Eiji Okada	France	Alain Resnais	Anatole Dauman	Pathé	Henri Colpi	Marguerite Duras	Georges Delerue	Hiroshima mon amour is a movie, of the genre <mask>.	Hiroshima mon amour is a movie, released 1959, of the genre <mask>.
8198	The Thousand Eyes of Dr. Mabuse	1960	Wolfgang Völz	France	Fritz Lang	Artur Brauner	Netflix	Walter Wischniewsky	Fritz Lang	Gerhard Becker	The Thousand Eyes of Dr. Mabuse is a movie, of the genre <mask>.	The Thousand Eyes of Dr. Mabuse is a movie, released 1960, of the genre <mask>.
8201	At Play in the Fields of the Lord	1991	Tom Waits	United States of America	Héctor Babenco	Saul Zaentz	Universal Pictures	William M. Anderson	Jean-Claude Carrière	Zbigniew Preisner	At Play in the Fields of the Lord is a movie, of the genre <mask>.	At Play in the Fields of the Lord is a movie, released 1991, of the genre <mask>.
8202	The Golden Coach	1953	Amina Pirani Maggi	Italy	Jean Renoir	Delphinus	Netflix	Mario Serandrei	Prosper Mérimée	Antonio Vivaldi	The Golden Coach is a movie, of the genre <mask>.	The Golden Coach is a movie, released 1953, of the genre <mask>.
82030	A Lesson in Love	1954	Renée Björling	Sweden	Ingmar Bergman	Allan Ekelund	SF Studios	Oscar Rosander	Ingmar Bergman	Dag Wirén	A Lesson in Love is a movie, of the genre <mask>.	A Lesson in Love is a movie, released 1954, of the genre <mask>.
82045	Madam Satan	1930	Cecil B. DeMille	United States of America	Cecil B. DeMille	Cecil B. DeMille	Metro-Goldwyn-Mayer	Anne Bauchens	Jeanie MacPherson	Clifford Grey	Madam Satan is a movie, of the genre <mask>.	Madam Satan is a movie, released 1930, of the genre <mask>.
82068	Police	1985	Sophie Marceau	France	Catherine Breillat	Catherine Breillat	Netflix	Yann Dedet	Catherine Breillat	Henryk Górecki	Police is a movie, of the genre <mask>.	Police is a movie, released 1985, of the genre <mask>.
8207	The Day of the Jackal	1973	Howard Vernon	France	Fred Zinnemann	John and James Woolf	Universal Pictures	Ralph Kemplen	Kenneth Ross	Georges Delerue	The Day of the Jackal is a movie, of the genre <mask>.	The Day of the Jackal is a movie, released 1973, of the genre <mask>.
8208	The Razor's Edge	1946	Fritz Kortner	United States of America	Edmund Goulding	Darryl F. Zanuck	20th Century Studios	J. Watson Webb	Lamar Trotti	Alfred Newman	The Razor's Edge is a movie, of the genre <mask>.	The Razor's Edge is a movie, released 1946, of the genre <mask>.
82093	London Boulevard	2010	Keira Knightley	United States of America	William Monahan	Graham King	Fórum Hungary	Dody Dorn	Ken Bruen	Serge Pizzorno	London Boulevard is a movie, of the genre <mask>.	London Boulevard is a movie, released 2010, of the genre <mask>.
82095	Skyline	2010	Brittany Daniel	United States of America	Greg Strause	Brett Ratner	Universal Pictures	Nicholas Wayman-Harris	Liam O'Donnell	Matthew Margeson	Skyline is a movie, of the genre <mask>.	Skyline is a movie, released 2010, of the genre <mask>.
82129	The Passionate Friends	1949	Claude Rains	United Kingdom	David Lean	Ronald Neame	General Film Distributors	Geoffrey Foot	David Lean	Richard Addinsell	The Passionate Friends is a movie, of the genre <mask>.	The Passionate Friends is a movie, released 1949, of the genre <mask>.
82131	Men in War	1957	Robert Ryan	United States of America	Anthony Mann	Sidney Harmon	United Artists Corporation	Rick Meyer	Philip Yordan	Elmer Bernstein	Men in War is a movie, of the genre <mask>.	Men in War is a movie, released 1957, of the genre <mask>.
82141	The Brotherhood	1968	Irene Papas	United States of America	Martin Ritt	Kirk Douglas	Paramount Pictures	Boris Kaufman	Lewis John Carlino	Lalo Schifrin	The Brotherhood is a movie, of the genre <mask>.	The Brotherhood is a movie, released 1968, of the genre <mask>.
82152	Beastly	2011	Vanessa Hudgens	United States of America	Daniel Barnz	Susan Cartsonis	Netflix	Thomas J. Nordberg	Daniel Barnz	Marcelo Zarvos	Beastly is a movie, of the genre <mask>.	Beastly is a movie, released 2011, of the genre <mask>.
82167	Love and Other Drugs	2010	Anne Hathaway	United States of America	Edward Zwick	Edward Zwick	Netflix	Steven Rosenblum	Edward Zwick	James Newton Howard	Love and Other Drugs is a movie, of the genre <mask>.	Love and Other Drugs is a movie, released 2010, of the genre <mask>.
82196	Intruder in the Dust	1949	James Kirkwood	United States of America	Clarence Brown	Clarence Brown	Metro-Goldwyn-Mayer	Robert J. Kern	William Faulkner	Adolph Deutsch	Intruder in the Dust is a movie, of the genre <mask>.	Intruder in the Dust is a movie, released 1949, of the genre <mask>.
82202	The Tourist	2010	Johnny Depp	Italy	Florian Henckel von Donnersmarck	Graham King	Netflix	Joe Hutshing	Jérôme Salle	James Newton Howard	The Tourist is a movie, of the genre <mask>.	The Tourist is a movie, released 2010, of the genre <mask>.
8222	The Other	1972	Uta Hagen	United States of America	Robert Mulligan	Robert Mulligan	20th Century Studios	O. Nicholas Brown	Tom Tryon	Jerry Goldsmith	The Other is a movie, of the genre <mask>.	The Other is a movie, released 1972, of the genre <mask>.
82227	A Man Called Peter	1955	Jean Peters	United States of America	Henry Koster	Samuel G. Engel	20th Century Studios	Robert L. Simpson	Eleanore Griffin	Alfred Newman	A Man Called Peter is a movie, of the genre <mask>.	A Man Called Peter is a movie, released 1955, of the genre <mask>.
82235	The Story of Three Loves	1953	Pier Angeli	United States of America	Gottfried Reinhardt	Sidney Franklin	Metro-Goldwyn-Mayer	Ralph E. Winters	George Froeschel	Miklós Rózsa	The Story of Three Loves is a movie, of the genre <mask>.	The Story of Three Loves is a movie, released 1953, of the genre <mask>.
82242	Rare Exports: A Christmas Tale	2010	Tommi Korpela	Norway	Jalmari Helander	François-Xavier Frantz	SF Film	Kimmo Taavila	Jalmari Helander	Juri Seppä	Rare Exports: A Christmas Tale is a movie, of the genre <mask>.	Rare Exports: A Christmas Tale is a movie, released 2010, of the genre <mask>.
82244	13	2010	50 Cent	United States of America	Géla Babluani	Rick Schwartz	Netflix	Géla Babluani	Géla Babluani	Marco Beltrami	13 is a movie, of the genre <mask>.	13 is a movie, released 2010, of the genre <mask>.
8227	Drums Along the Mohawk	1939	Henry Fonda	United States of America	John Ford	Darryl F. Zanuck	Fox Broadcasting Company	Robert L. Simpson	William Faulkner	Alfred Newman	Drums Along the Mohawk is a movie, of the genre <mask>.	Drums Along the Mohawk is a movie, released 1939, of the genre <mask>.
82300	Cotton Comes to Harlem	1970	Jonelle Allen	United States of America	Ossie Davis	Samuel Goldwyn Jr.	United Artists Corporation	Robert Q. Lovett	Ossie Davis	Galt MacDermot	Cotton Comes to Harlem is a movie, of the genre <mask>.	Cotton Comes to Harlem is a movie, released 1970, of the genre <mask>.
82306	The Student Prince in Old Heidelberg	1927	Gustav von Seyffertitz	United States of America	Ernst Lubitsch	Irving Thalberg	Metro-Goldwyn-Mayer	Andrew Marton	Hanns Kräly	William Axt	The Student Prince in Old Heidelberg is a movie, of the genre <mask>.	The Student Prince in Old Heidelberg is a movie, released 1927, of the genre <mask>.
82308	Illustrious Corpses	1976	Fernando Rey	Italy	Francesco Rosi	Alberto Grimaldi	United Artists Corporation	Ruggero Mastroianni	Francesco Rosi	Piero Piccioni	Illustrious Corpses is a movie, of the genre <mask>.	Illustrious Corpses is a movie, released 1976, of the genre <mask>.
82311	Hands Across the Table	1935	Herman Bing	United States of America	Mitchell Leisen	E. Lloyd Sheldon	Paramount Pictures	William Shea	Norman Krasna	Sam Coslow	Hands Across the Table is a movie, of the genre <mask>.	Hands Across the Table is a movie, released 1935, of the genre <mask>.
82313	Nightfall	1957	Frank Albertson	United States of America	Jacques Tourneur	Ted Richmond	Columbia Pictures	William Lyon	Stirling Silliphant	George Duning	Nightfall is a movie, of the genre <mask>.	Nightfall is a movie, released 1957, of the genre <mask>.
8232	I Love You Again	1940	Frank McHugh	United States of America	W. S. Van Dyke	Lawrence Weingarten	Netflix	Gene Ruggiero	Charles Lederer	Franz Waxman	I Love You Again is a movie, of the genre <mask>.	I Love You Again is a movie, released 1940, of the genre <mask>.
82353	Solo Sunny	1980	Renate Krößner	Germany	Wolfgang Kohlhaase	Herbert Ehler	Netflix	Evelyn Carow	Wolfgang Kohlhaase	Günther Fischer	Solo Sunny is a movie, of the genre <mask>.	Solo Sunny is a movie, released 1980, of the genre <mask>.
8236	While the City Sleeps	1956	Vincent Price	United States of America	Fritz Lang	RKO	RKO Pictures	Gene Fowler Jr.	Carroll Clark	Herschel Burke Gilbert	While the City Sleeps is a movie, of the genre <mask>.	While the City Sleeps is a movie, released 1956, of the genre <mask>.
8237	The Way Ahead	1944	Peter Ustinov	United Kingdom	Carol Reed	John Sutro	General Film Distributors	Fergus McDonell	Eric Ambler	William Alwyn	The Way Ahead is a movie, of the genre <mask>.	The Way Ahead is a movie, released 1944, of the genre <mask>.
8239	Viridiana	1961	Fernando Rey	Spain	Luis Buñuel	Gustavo Alatriste	Netflix	Pedro del Rey	Luis Buñuel	Ludwig van Beethoven	Viridiana is a movie, of the genre <mask>.	Viridiana is a movie, released 1961, of the genre <mask>.
8240	Totally F***ed Up	1993	Robert McHenry	United States of America	Gregg Araki	Gregg Araki	Netflix	Gregg Araki	Gregg Araki	Buzz McCoy	Totally F***ed Up is a movie, of the genre <mask>.	Totally F***ed Up is a movie, released 1993, of the genre <mask>.
82449	I Love You Too	2010	Yvonne Strahovski	Australia	Daina Reid	Laura Waters	Village Roadshow	Ken Sallows	Peter Helliar	David Hirschfelder	I Love You Too is a movie, of the genre <mask>.	I Love You Too is a movie, released 2010, of the genre <mask>.
82459	True Grit	2010	Elizabeth Marvel	United States of America	Joel Coen	Steven Spielberg	iTunes	Coen brothers	Charles Portis	Carter Burwell	True Grit is a movie, of the genre <mask>.	True Grit is a movie, released 2010, of the genre <mask>.
82461	Tron: Legacy	2010	Jeff Bridges	United States of America	Joseph Kosinski	Steven Lisberger	Fórum Hungary	James Haygood	Edward Kitsis	Daft Punk	Tron: Legacy is a movie, of the genre <mask>.	Tron: Legacy is a movie, released 2010, of the genre <mask>.
82463	Another Year	2010	David Bradley	United Kingdom	Mike Leigh	Georgina Lowe	Momentum Pictures	Jon Gregory	Mike Leigh	Gary Yershon	Another Year is a movie, of the genre <mask>.	Another Year is a movie, released 2010, of the genre <mask>.
82465	It's Alive III: Island of the Alive	1987	Karen Black	United States of America	Larry Cohen	Paul Stader	Warner Bros.	David J. Kern	Larry Cohen	Laurie Johnson	It's Alive III: Island of the Alive is a movie, of the genre <mask>.	It's Alive III: Island of the Alive is a movie, released 1987, of the genre <mask>.
82467	Forever Amber	1947	Anne Revere	United States of America	Otto Preminger	20th Century Studios	20th Century Studios	Louis R. Loeffler	Ring Lardner	David Raksin	Forever Amber is a movie, of the genre <mask>.	Forever Amber is a movie, released 1947, of the genre <mask>.
82469	Billy the Kid	1941	Robert Taylor	United States of America	Frank Borzage	Irving Asher	Metro-Goldwyn-Mayer	Robert J. Kern	Gene Fowler	David Snell	Billy the Kid is a movie, of the genre <mask>.	Billy the Kid is a movie, released 1941, of the genre <mask>.
82476	Interrupted Melody	1955	Eleanor Parker	United States of America	Curtis Bernhardt	Jack Cummings	Metro-Goldwyn-Mayer	John Dunning	Sonya Levien	Alexander Courage	Interrupted Melody is a movie, of the genre <mask>.	Interrupted Melody is a movie, released 1955, of the genre <mask>.
82499	How Do You Know	2010	Jack Nicholson	United States of America	James L. Brooks	James L. Brooks	Columbia Pictures	Richard Marks	James L. Brooks	Hans Zimmer	How Do You Know is a movie, of the genre <mask>.	How Do You Know is a movie, released 2010, of the genre <mask>.
8252	You're a Big Boy Now	1966	Geraldine Page	United States of America	Francis Ford Coppola	Phil Feldman	Warner Bros.-Seven Arts	Aram Avakian	Francis Ford Coppola	Robert Prince	You're a Big Boy Now is a movie, of the genre <mask>.	You're a Big Boy Now is a movie, released 1966, of the genre <mask>.
82527	Barney's Version	2010	David Cronenberg	Canada	Richard J. Lewis	Domenico Procacci	Netflix	Susan Shipton	Michael Konyves	Pasquale Catalano	Barney's Version is a movie, of the genre <mask>.	Barney's Version is a movie, released 2010, of the genre <mask>.
82531	One Foot in Heaven	1941	Sarah Edwards	United States of America	Irving Rapper	Irving Rapper	Warner Bros.	Warren Low	Casey Robinson	Max Steiner	One Foot in Heaven is a movie, of the genre <mask>.	One Foot in Heaven is a movie, released 1941, of the genre <mask>.
82534	The Company Men	2010	Kevin Costner	United States of America	John Wells	John Wells	Netflix	Robert Frazen	John Wells	Aaron Zigman	The Company Men is a movie, of the genre <mask>.	The Company Men is a movie, released 2010, of the genre <mask>.
8256	Queen Christina	1933	Greta Garbo	United States of America	Rouben Mamoulian	Walter Wanger	Netflix	Blanche Sewell	Ben Hecht	Herbert Stothart	Queen Christina is a movie, of the genre <mask>.	Queen Christina is a movie, released 1933, of the genre <mask>.
